Municípios;Código municipal;UF;% do total geral
Currais Novos;2403103;RN;97,63
Curral de Cima;2505279;PB;98,35
Curral de Dentro;3120870;MG;98,61
Curral Novo do Piauí;2203271;PI;78,48
Curral Velho;2505303;PB;94,59
Curralinho;1502806;PA;60,63
Curralinhos;2203255;PI;88,26
Curuá;1502855;PA;86,86
Curuçá;1502905;PA;94,96
Cururupu;2103703;MA;74,92
Curvelândia;5103437;MT;99,94
Curvelo;3120904;MG;99,65
Custódia;2605103;PE;96,78
Cutias;1600212;AP;93,94
Damianópolis;5206701;GO;98,17
Damião;2505352;PB;80,98
Damolândia;5206800;GO;99,72
Darcinópolis;1706506;TO;94,62
Dário Meira;2910008;BA;95,33
Datas;3121001;MG;99,78
David Canabarro;4306304;RS;99,94
Davinópolis;2103752;MA;97,61
Davinópolis;5206909;GO;99,87
Delfim Moreira;3121100;MG;99,8
Delfinópolis;3121209;MG;99,9
Delmiro Gouveia;2702405;AL;97,59
Delta;3121258;MG;99,92
Demerval Lobão;2203305;PI;97,03
Denise;5103452;MT;99,8
Deodápolis;5003454;MS;99,88
Deputado Irapuan Pinheiro;2304269;CE;94,02
Derrubadas;4306320;RS;99,53
Descalvado;3513702;SP;99,97
Descanso;4204905;SC;99,81
Descoberto;3121308;MG;100
Desterro;2505402;PB;96,06
Desterro de Entre Rios;3121407;MG;99,8
Desterro do Melo;3121506;MG;100
Dezesseis de Novembro;4306353;RS;99,02
Diadema;3513801;SP;99,93
Diamante;2505600;PB;90,51
Diamante D'Oeste;4107157;PR;99,76
Diamante do Norte;4107108;PR;99,74
Diamante do Sul;4107124;PR;98,56
Diamantina;3121605;MG;99,25
Diamantino;5103502;MT;99,76
Dianópolis;1707009;TO;96,96
Dias d'Ávila;2910057;BA;99,37
Dilermando de Aguiar;4306379;RS;98,78
Diogo de Vasconcelos;3121704;MG;99,64
Dionísio;3121803;MG;99,81
Dionísio Cerqueira;4205001;SC;99,63
Diorama;5207105;GO;99,76
Dirce Reis;3513850;SP;100
Dirceu Arcoverde;2203354;PI;66,34
Divina Pastora;2802007;SE;95,66
Divinésia;3121902;MG;99,94
Divino;3122009;MG;99,97
Divino das Laranjeiras;3122108;MG;99,33
Divino de São Lourenço;3201803;ES;99,84
Divinolândia;3513900;SP;99,83
Divinolândia de Minas;3122207;MG;99,7
Divinópolis;3122306;MG;99,97
Divinópolis de Goiás;5208301;GO;98,78
Divinópolis do Tocantins;1707108;TO;99,25
Divisa Alegre;3122355;MG;99,45
Divisa Nova;3122405;MG;99,86
Divisópolis;3122454;MG;99,21
Dobrada;3514007;SP;99,9
Dois Córregos;3514106;SP;99,98
Dois Irmãos;4306403;RS;100
Dois Irmãos das Missões;4306429;RS;99,12
Dois Irmãos do Buriti;5003488;MS;96,1
Dois Irmãos do Tocantins;1707207;TO;94,67
Dois Lajeados;4306452;RS;99,91
Dois Riachos;2702504;AL;60,06
Dois Vizinhos;4107207;PR;99,91
Dolcinópolis;3514205;SP;100
Dom Aquino;5103601;MT;99,77
Dom Basílio;2910107;BA;96,03
Dom Bosco;3122470;MG;99,86
Dom Cavati;3122504;MG;99,9
Dom Eliseu;1502939;PA;94,75
Dom Expedito Lopes;2203404;PI;99,37
Dom Feliciano;4306502;RS;97,41
Dom Inocêncio;2203453;PI;73,31
Dom Joaquim;3122603;MG;98,55
Dom Macedo Costa;2910206;BA;99,63
Dom Pedrito;4306601;RS;99,18
Dom Pedro;2103802;MA;93,57
Dom Pedro de Alcântara;4306551;RS;99,9
Dom Silvério;3122702;MG;99,9
Dom Viçoso;3122801;MG;99,91
Domingos Martins;3201902;ES;99,74
Domingos Mourão;2203420;PI;91,65
Dona Emma;4205100;SC;99,73
Dona Euzébia;3122900;MG;99,86
Dona Francisca;4306700;RS;99,92
Dona Inês;2505709;PB;73,02
Dores de Campos;3123007;MG;99,84
Dores de Guanhães;3123106;MG;99,43
Dores do Indaiá;3123205;MG;99,96
Dores do Rio Preto;3202009;ES;99,96
Dores do Turvo;3123304;MG;99,84
Doresópolis;3123403;MG;100
Dormentes;2605152;PE;94,68
Douradina;4107256;PR;99,94
Douradina;5003504;MS;95,97
Dourado;3514304;SP;100
Douradoquara;3123502;MG;100
Dourados;5003702;MS;98,52
Doutor Camargo;4107306;PR;100
Doutor Maurício Cardoso;4306734;RS;99,89
Doutor Pedrinho;4205159;SC;99,93
Doutor Ricardo;4306759;RS;100
Doutor Severiano;2403202;RN;91,9
Doutor Ulysses;4128633;PR;99,13
Doverlândia;5207253;GO;99,64
Dracena;3514403;SP;99,93
Duartina;3514502;SP;99,96
Duas Barras;3301603;RJ;99,88
Duas Estradas;2505808;PB;92,2
Dueré;1707306;TO;99,26
Dumont;3514601;SP;100
Duque Bacelar;2103901;MA;56
Duque de Caxias;3301702;RJ;99,61
Durandé;3123528;MG;100
Echaporã;3514700;SP;100
Ecoporanga;3202108;ES;99,47
Edealina;5207352;GO;99,88
Edéia;5207402;GO;99,86
Eirunepé;1301407;AM;58,72
Eldorado;3514809;SP;99,3
Eldorado;5003751;MS;97,53
Eldorado do Carajás;1502954;PA;90,75
Eldorado do Sul;4306767;RS;99,25
Elesbão Veloso;2203503;PI;93,95
Elias Fausto;3514908;SP;99,95
Eliseu Martins;2203602;PI;96,61
Elisiário;3514924;SP;100
Elísio Medrado;2910305;BA;96,68
Elói Mendes;3123601;MG;99,99
Emas;2505907;PB;96,1
Embaúba;3514957;SP;100
Embu das Artes;3515004;SP;99,78
Embu-Guaçu;3515103;SP;99,86
Emilianópolis;3515129;SP;99,92
Encantado;4306809;RS;99,92
Encanto;2403301;RN;97,37
Encruzilhada;2910404;BA;97,06
Encruzilhada do Sul;4306908;RS;99,49
Enéas Marques;4107405;PR;99,77
Engenheiro Beltrão;4107504;PR;99,98
Engenheiro Caldas;3123700;MG;99,98
Engenheiro Coelho;3515152;SP;99,85
Engenheiro Navarro;3123809;MG;99,43
Engenheiro Paulo de Frontin;3301801;RJ;99,75
Engenho Velho;4306924;RS;91,38
Entre Folhas;3123858;MG;99,9
Entre Rios;2910503;BA;95,5
Entre Rios;4205175;SC;95,31
Entre Rios de Minas;3123908;MG;99,98
Entre Rios do Oeste;4107538;PR;99,82
Entre Rios do Sul;4306957;RS;99,63
Entre-Ijuís;4306932;RS;99,61
Envira;1301506;AM;51,37
Epitaciolândia;1200252;AC;85,21
Equador;2403400;RN;97,6
Erebango;4306973;RS;98,22
Erechim;4307005;RS;99,93
Ereré;2304277;CE;97,6
Érico Cardoso;2900504;BA;99,1
Ermo;4205191;SC;100
Ernestina;4307054;RS;99,92
Erval Grande;4307203;RS;99,85
Erval Seco;4307302;RS;97,82
Erval Velho;4205209;SC;99,52
Ervália;3124005;MG;99,93
Escada;2605202;PE;98,57
Esmeralda;4307401;RS;98,88
Esmeraldas;3124104;MG;99,79
Espera Feliz;3124203;MG;99,98
Esperança;2506004;PB;88,54
Esperança do Sul;4307450;RS;98,67
Esperança Nova;4107520;PR;100
Esperantina;1707405;TO;84,64
Esperantina;2203701;PI;88,64
Esperantinópolis;2104008;MA;92,29
Espigão Alto do Iguaçu;4107546;PR;93,83
Espigão D'Oeste;1100098;RO;98,62
Espinosa;3124302;MG;98,07
Espírito Santo;2403509;RN;96,54
Espírito Santo do Dourado;3124401;MG;99,91
Espírito Santo do Pinhal;3515186;SP;99,95
Espírito Santo do Turvo;3515194;SP;100
Esplanada;2910602;BA;96,37
Espumoso;4307500;RS;99,52
Estação;4307559;RS;99,95
Estância;2802106;SE;99,15
Estância Velha;4307609;RS;99,89
Esteio;4307708;RS;99,75
Estiva;3124500;MG;99,88
Estiva Gerbi;3557303;SP;99,92
Estreito;2104057;MA;95,03
Estrela;4307807;RS;99,9
Estrela d'Oeste;3515202;SP;99,97
Estrela Dalva;3124609;MG;99,88
Estrela de Alagoas;2702553;AL;95,69
Estrela do Indaiá;3124708;MG;99,92
Estrela do Norte;3515301;SP;99,9
Estrela do Norte;5207501;GO;99,92
Estrela do Sul;3124807;MG;99,62
Estrela Velha;4307815;RS;97,93
Euclides da Cunha;2910701;BA;94,7
Euclides da Cunha Paulista;3515350;SP;99,83
Eugênio de Castro;4307831;RS;99,64
Eugenópolis;3124906;MG;99,98
Eunápolis;2910727;BA;98,87
Eusébio;2304285;CE;99,71
Ewbank da Câmara;3125002;MG;99,85
Extrema;3125101;MG;99,95
Extremoz;2403608;RN;99,83
Exu;2605301;PE;88
Fagundes;2506103;PB;92,71
Fagundes Varela;4307864;RS;99,89
Faina;5207535;GO;99,08
Fama;3125200;MG;100
Faria Lemos;3125309;MG;99,58
Farias Brito;2304301;CE;94,53
Faro;1503002;PA;88,98
Farol;4107553;PR;100
Farroupilha;4307906;RS;99,92
Fartura;3515400;SP;99,92
Fartura do Piauí;2203750;PI;56,68
Fátima;1707553;TO;98,83
Fátima;2910750;BA;97,07
Fátima do Sul;5003801;MS;99,89
Faxinal;4107603;PR;99,84
Faxinal do Soturno;4308003;RS;99,57
Faxinal dos Guedes;4205308;SC;99,95
Faxinalzinho;4308052;RS;93,73
Fazenda Nova;5207600;GO;99,59
Fazenda Rio Grande;4107652;PR;99,92
Fazenda Vilanova;4308078;RS;99,76
Feijó;1200302;AC;63,5
Feira da Mata;2910776;BA;96,26
Feira de Santana;2910800;BA;99,32
Feira Grande;2702603;AL;96,5
Feira Nova;2605400;PE;97,62
Feira Nova;2802205;SE;99,01
Feira Nova do Maranhão;2104073;MA;81,24
Felício dos Santos;3125408;MG;99,42
Felipe Guerra;2403707;RN;98,69
Felisburgo;3125606;MG;99,27
Felixlândia;3125705;MG;99,27
Feliz;4308102;RS;99,94
Feliz Deserto;2702702;AL;99,55
Feliz Natal;5103700;MT;90,42
Fênix;4107702;PR;100
Fernandes Pinheiro;4107736;PR;97,6
Fernandes Tourinho;3125804;MG;99,91
Fernando de Noronha;2605459;PE;99,16
Fernando Falcão;2104081;MA;51,16
Fernando Pedroza;2403756;RN;99,05
Fernando Prestes;3515608;SP;99,96
Fernandópolis;3515509;SP;99,97
Fernão;3515657;SP;100
Ferraz de Vasconcelos;3515707;SP;99,88
Ferreira Gomes;1600238;AP;93,76
Ferreiros;2605509;PE;96,35
Ferros;3125903;MG;98,96
Fervedouro;3125952;MG;99,76
Figueira;4107751;PR;99,86
Figueirão;5003900;MS;99,85
Figueirópolis;1707652;TO;99,69
Figueirópolis D'Oeste;5103809;MT;99,83
Filadélfia;1707702;TO;93,19
Filadélfia;2910859;BA;93,14
Firmino Alves;2910909;BA;98,83
Firminópolis;5207808;GO;99,75
Flexeiras;2702801;AL;97
Flor da Serra do Sul;4107850;PR;99,57
Flor do Sertão;4205357;SC;99,55
Flora Rica;3515806;SP;100
Floraí;4107801;PR;100
Florânia;2403806;RN;98,91
Floreal;3515905;SP;100
Flores;2605608;PE;93,86
Flores da Cunha;4308201;RS;99,94
Flores de Goiás;5207907;GO;96,85
Flores do Piauí;2203800;PI;94
Floresta;2605707;PE;89,9
Floresta;4107900;PR;99,97
Floresta Azul;2911006;BA;96,76
Floresta do Araguaia;1503044;PA;89,34
Floresta do Piauí;2203859;PI;90,26
Florestal;3126000;MG;99,9
Florestópolis;4108007;PR;99,95
Floriano;2203909;PI;96,75
Floriano Peixoto;4308250;RS;99,86
Florianópolis;4205407;SC;99,93
Flórida;4108106;PR;99,9
Flórida Paulista;3516002;SP;99,98
Florínea;3516101;SP;100
Fonte Boa;1301605;AM;63,8
Fontoura Xavier;4308300;RS;97,49
Formiga;3126109;MG;99,92
Formigueiro;4308409;RS;98,15
Formosa;5208004;GO;99,75
Formosa da Serra Negra;2104099;MA;76,38
Formosa do Oeste;4108205;PR;100
Formosa do Rio Preto;2911105;BA;94,34
Formosa do Sul;4205431;SC;99,89
Formoso;3126208;MG;98,61
Formoso;5208103;GO;99,67
Formoso do Araguaia;1708205;TO;95,57
Forquetinha;4308433;RS;99,9
Forquilha;2304350;CE;97,26
Forquilhinha;4205456;SC;99,85
Fortaleza;2304400;CE;99,75
Fortaleza de Minas;3126307;MG;100
Fortaleza dos Nogueiras;2104107;MA;92,9
Fortaleza dos Valos;4308458;RS;100
Fortim;2304459;CE;97,88
Fortuna;2104206;MA;84
Fortuna de Minas;3126406;MG;99,91
Foz do Iguaçu;4108304;PR;99,92
Foz do Jordão;4108452;PR;100
Fraiburgo;4205506;SC;99,7
Franca;3516200;SP;99,99
Francinópolis;2204006;PI;92,15
Francisco Alves;4108320;PR;99,97
Francisco Ayres;2204105;PI;89,68
Francisco Badaró;3126505;MG;95,87
Francisco Beltrão;4108403;PR;99,8
Francisco Dantas;2403905;RN;98,58
Francisco Dumont;3126604;MG;99,41
Francisco Macedo;2204154;PI;86,76
Francisco Morato;3516309;SP;99,85
Francisco Sá;3126703;MG;97,91
Francisco Santos;2204204;PI;92,92
Franciscópolis;3126752;MG;96,74
Franco da Rocha;3516408;SP;99,92
Frecheirinha;2304509;CE;94,8
Frederico Westphalen;4308508;RS;99,87
Frei Gaspar;3126802;MG;97,31
Frei Inocêncio;3126901;MG;99,54
Frei Lagonegro;3126950;MG;98,91
Frei Martinho;2506202;PB;98,89
Frei Miguelinho;2605806;PE;88,22
Frei Paulo;2802304;SE;98,07
Frei Rogério;4205555;SC;98,5
Fronteira;3127008;MG;99,96
Fronteira dos Vales;3127057;MG;98,09
Fronteiras;2204303;PI;89,52
Fruta de Leite;3127073;MG;94,05
Frutal;3127107;MG;99,94
Frutuoso Gomes;2404002;RN;97,45
Fundão;3202207;ES;99,66
Funilândia;3127206;MG;99,41
Gabriel Monteiro;3516507;SP;100
Gado Bravo;2506251;PB;73,92
Gália;3516606;SP;99,92
Galiléia;3127305;MG;99,78
Galinhos;2404101;RN;99,68
Galvão;4205605;SC;99,83
Gameleira;2605905;PE;95,33
Gameleira de Goiás;5208152;GO;99,92
Gameleiras;3127339;MG;96,11
Gandu;2911204;BA;97,34
Garanhuns;2606002;PE;98,7
Gararu;2802403;SE;92,43
Garça;3516705;SP;99,94
Garibaldi;4308607;RS;99,98
Garopaba;4205704;SC;99,91
Garrafão do Norte;1503077;PA;84,68
Garruchos;4308656;RS;98,86
Garuva;4205803;SC;99,73
Gaspar;4205902;SC;99,97
Gastão Vidigal;3516804;SP;99,92
Gaúcha do Norte;5103858;MT;81,4
Gaurama;4308706;RS;99,73
Gavião;2911253;BA;86,08
Gavião Peixoto;3516853;SP;100
Geminiano;2204352;PI;97,98
General Câmara;4308805;RS;99,49
General Carneiro;4108502;PR;98,51
General Carneiro;5103908;MT;84,49
General Maynard;2802502;SE;100
General Salgado;3516903;SP;99,98
General Sampaio;2304608;CE;96,99
Gentil;4308854;RS;97,37
Gentio do Ouro;2911303;BA;95,12
Getulina;3517000;SP;99,94
Getúlio Vargas;4308904;RS;99,85
Gilbués;2204402;PI;84,11
Girau do Ponciano;2702900;AL;76,53
Giruá;4309001;RS;99,93
Glaucilândia;3127354;MG;99,72
Glicério;3517109;SP;100
Glória;2911402;BA;95,06
Glória D'Oeste;5103957;MT;99,73
Glória de Dourados;5004007;MS;99,85
Glória do Goitá;2606101;PE;96,86
Glorinha;4309050;RS;99,9
Godofredo Viana;2104305;MA;82,64
Godoy Moreira;4108551;PR;99,92
Goiabeira;3127370;MG;99,56
Goiana;2606200;PE;98,83
Goianá;3127388;MG;99,62
Goianápolis;5208400;GO;99,9
Goiandira;5208509;GO;99,89
Goianésia;5208608;GO;99,82
Goianésia do Pará;1503093;PA;91,75
Goiânia;5208707;GO;99,91
Goianinha;2404200;RN;99,03
Goianira;5208806;GO;99,9
Goianorte;1708304;TO;97,4
Goiás;5208905;GO;99,67
Goiatins;1709005;TO;72,59
Goiatuba;5209101;GO;99,92
Goioerê;4108601;PR;99,94
Goioxim;4108650;PR;98,22
Gonçalves;3127404;MG;99,73
Gonçalves Dias;2104404;MA;83,55
Gongogi;2911501;BA;96,73
Gonzaga;3127503;MG;100
Gouveia;3127602;MG;99,63
Gouvelândia;5209150;GO;100
Governador Archer;2104503;MA;89,45
Governador Celso Ramos;4206009;SC;99,94
Governador Dix-Sept Rosado;2404309;RN;89,81
Governador Edison Lobão;2104552;MA;97,55
Governador Eugênio Barros;2104602;MA;73,1
Governador Jorge Teixeira;1101005;RO;98,3
Governador Lindenberg;3202256;ES;99,87
Governador Luiz Rocha;2104628;MA;90,89
Governador Mangabeira;2911600;BA;97,11
Governador Newton Bello;2104651;MA;88,45
Governador Nunes Freire;2104677;MA;94,3
Governador Valadares;3127701;MG;99,83
Graça;2304657;CE;95,34
Graça Aranha;2104701;MA;91,46
Gracho Cardoso;2802601;SE;99,39
Grajaú;2104800;MA;82,26
Gramado;4309100;RS;99,88
Gramado dos Loureiros;4309126;RS;99,86
Gramado Xavier;4309159;RS;99,44
Grandes Rios;4108700;PR;99,76
Granito;2606309;PE;95,53
Granja;2304707;CE;76,67
Granjeiro;2304806;CE;94,22
Grão Mogol;3127800;MG;95,17
Grão-Pará;4206108;SC;99,95
Gravatá;2606408;PE;97,91
Gravataí;4309209;RS;99,76
Gravatal;4206207;SC;99,94
Groaíras;2304905;CE;97,73
Grossos;2404408;RN;99,82
Grupiara;3127909;MG;99,29
Guabiju;4309258;RS;100
Guabiruba;4206306;SC;99,78
Guaçuí;3202306;ES;99,94
Guadalupe;2204501;PI;96,43
Guaíba;4309308;RS;99,89
Guaiçara;3517208;SP;99,97
Guaimbê;3517307;SP;99,85
Guaíra;3517406;SP;99,96
Guaíra;4108809;PR;99,28
Guairaçá;4108908;PR;99,79
Guaiúba;2304954;CE;98,49
Guajará;1301654;AM;52,56
Guajará-Mirim;1100106;RO;86,3
Guajeru;2911659;BA;98,59
Guamaré;2404507;RN;95,5
Guamiranga;4108957;PR;95,74
Guanambi;2911709;BA;99,14
Guanhães;3128006;MG;99,53
Guapé;3128105;MG;99,9
Guapiaçu;3517505;SP;99,96
Guapiara;3517604;SP;99,58
Guapimirim;3301850;RJ;99,79
Guapirama;4109005;PR;99,94
Guapó;5209200;GO;99,64
Guaporé;4309407;RS;99,93
Guaporema;4109104;PR;99,76
Guará;3517703;SP;99,96
Guarabira;2506301;PB;99,67
Guaraçaí;3517802;SP;99,93
Guaraci;3517901;SP;99,97
Guaraci;4109203;PR;99,94
Guaraciaba;3128204;MG;99,8
Guaraciaba;4206405;SC;99,82
Guaraciaba do Norte;2305001;CE;98,05
Guaraciama;3128253;MG;99,03
Guaraí;1709302;TO;99,38
Guaraíta;5209291;GO;100
Guaramiranga;2305100;CE;97,86
Guaramirim;4206504;SC;99,97
Guaranésia;3128303;MG;99,99
Guarani;3128402;MG;99,83
Guarani d'Oeste;3518008;SP;100
Guarani das Missões;4309506;RS;99,57
Guarani de Goiás;5209408;GO;95,68
Guaraniaçu;4109302;PR;99,51
Guarantã;3518107;SP;99,83
Guarantã do Norte;5104104;MT;99,65
Guarapari;3202405;ES;99,85
Guarapuava;4109401;PR;99,27
Guaraqueçaba;4109500;PR;98,84
Guarará;3128501;MG;99,91
Guararapes;3518206;SP;99,94
Guararema;3518305;SP;99,86
Guaratinga;2911808;BA;93,26
Guaratinguetá;3518404;SP;99,92
Guaratuba;4109609;PR;99,52
Guarda-Mor;3128600;MG;99,58
Guareí;3518503;SP;99,78
Guariba;3518602;SP;99,96
Guaribas;2204550;PI;76,16
Guarinos;5209457;GO;99,21
Guarujá;3518701;SP;99,74
Guarujá do Sul;4206603;SC;99,9
Guarulhos;3518800;SP;99,9
Guatambú;4206652;SC;99,59
Guatapará;3518859;SP;99,88
Guaxupé;3128709;MG;99,97
Guia Lopes da Laguna;5004106;MS;99,75
Guidoval;3128808;MG;99,93
Guimarães;2104909;MA;78,47
Guimarânia;3128907;MG;99,83
Guiratinga;5104203;MT;99,68
Guiricema;3129004;MG;99,97
Gurinhatã;3129103;MG;99,77
Gurinhém;2506400;PB;91,25
Gurjão;2506509;PB;97,03
Gurupá;1503101;PA;62,18
Gurupi;1709500;TO;99,76
Guzolândia;3518909;SP;99,94
Harmonia;4309555;RS;99,95
Heitoraí;5209606;GO;99,7
Heliodora;3129202;MG;100
Heliópolis;2911857;BA;98,41
Herculândia;3519006;SP;99,94
Herval;4307104;RS;99,44
Herval d'Oeste;4206702;SC;99,85
Herveiras;4309571;RS;98,35
Hidrolândia;2305209;CE;89,75
Hidrolândia;5209705;GO;99,55
Hidrolina;5209804;GO;99,78
Holambra;3519055;SP;99,98
Honório Serpa;4109658;PR;99,49
Horizonte;2305233;CE;99,82
Horizontina;4309605;RS;99,96
Hortolândia;3519071;SP;99,96
Hugo Napoleão;2204600;PI;98,65
Hulha Negra;4309654;RS;98,64
Humaitá;1301704;AM;86,17
Humaitá;4309704;RS;99,95
Humberto de Campos;2105005;MA;63,4
Iacanga;3519105;SP;99,97
Iaciara;5209903;GO;98,9
Iacri;3519204;SP;99,82
Iaçu;2911907;BA;93,02
Iapu;3129301;MG;99,98
Iaras;3519253;SP;99,72
Iati;2606507;PE;86,59
Ibaiti;4109708;PR;99,79
Ibarama;4309753;RS;98,59
Ibaretama;2305266;CE;73,27
Ibaté;3519303;SP;99,99
Ibateguara;2703007;AL;97,75
Ibatiba;3202454;ES;99,94
Ibema;4109757;PR;99,74
Ibertioga;3129400;MG;99,84
Ibiá;3129509;MG;99,71
Ibiaçá;4309803;RS;99,77
Ibiaí;3129608;MG;98,28
Ibiam;4206751;SC;99,86
Ibiapina;2305308;CE;97,56
Ibiara;2506608;PB;92,07
Ibiassucê;2912004;BA;99,21
Ibicaraí;2912103;BA;96,48
Ibicaré;4206801;SC;99,92
Ibicoara;2912202;BA;98,41
Ibicuí;2912301;BA;98,23
Ibicuitinga;2305332;CE;95,02
Ibimirim;2606606;PE;93,58
Ibipeba;2912400;BA;96,58
Ibipitanga;2912509;BA;96,32
Ibiporã;4109807;PR;99,98
Ibiquera;2912608;BA;90,05
Ibirá;3519402;SP;99,93
Ibiracatu;3129657;MG;97,91
Ibiraci;3129707;MG;99,97
Ibiraçu;3202504;ES;99,79
Ibiraiaras;4309902;RS;98,38
Ibirajuba;2606705;PE;82,17
Ibirama;4206900;SC;99,94
Ibirapitanga;2912707;BA;93,87
Ibirapuã;2912806;BA;98,73
Ibirapuitã;4309951;RS;99,59
Ibirarema;3519501;SP;99,92
Ibirataia;2912905;BA;95,91
Ibirité;3129806;MG;99,93
Ibirubá;4310009;RS;99,95
Ibitiara;2913002;BA;95,48
Ibitinga;3519600;SP;99,99
Ibitirama;3202553;ES;99,88
Ibititá;2913101;BA;98,28
Ibitiúra de Minas;3129905;MG;100
Ibituruna;3130002;MG;99,9
Ibiúna;3519709;SP;99,76
Ibotirama;2913200;BA;97,75
Icapuí;2305357;CE;97,42
Içara;4207007;SC;99,93
Icaraí de Minas;3130051;MG;95,67
Icaraíma;4109906;PR;99,94
Icatu;2105104;MA;65,36
Icém;3519808;SP;99,92
Ichu;2913309;BA;97,19
Icó;2305407;CE;95,43
Iconha;3202603;ES;99,96
Ielmo Marinho;2404606;RN;84,33
Iepê;3519907;SP;99,97
Igaci;2703106;AL;75,97
Igaporã;2913408;BA;98,79
Igaraçu do Tietê;3520004;SP;99,87
Igaracy;2502607;PB;96,39
Igarapava;3520103;SP;99,9
Igarapé;3130101;MG;99,86
Igarapé do Meio;2105153;MA;86,24
Igarapé Grande;2105203;MA;94,04
Igarapé-Açu;1503200;PA;87,46
Igarapé-Miri;1503309;PA;74,07
Igarassu;2606804;PE;99,28
Igaratá;3520202;SP;99,77
Igaratinga;3130200;MG;99,97
Igrapiúna;2913457;BA;89,01
Igreja Nova;2703205;AL;97,79
Igrejinha;4310108;RS;99,73
Iguaba Grande;3301876;RJ;99,9
Iguaí;2913507;BA;96,79
Iguape;3520301;SP;99,04
Iguaraçu;4110003;PR;100
Iguaracy;2606903;PE;94,89
Iguatama;3130309;MG;99,82
Iguatemi;5004304;MS;98,46
Iguatu;2305506;CE;98,75
Iguatu;4110052;PR;99,88
Ijaci;3130408;MG;99,92
Ijuí;4310207;RS;99,76
Ilha Comprida;3520426;SP;99,89
Ilha das Flores;2802700;SE;98,84
Ilha de Itamaracá;2607604;PE;98,48
Ilha Grande;2204659;PI;95,25
Ilha Solteira;3520442;SP;99,94
Ilhabela;3520400;SP;99,83
Ilhéus;2913606;BA;96,62
Ilhota;4207106;SC;99,9
Ilicínea;3130507;MG;99,98
Ilópolis;4310306;RS;99,93
Imaculada;2506707;PB;88,35
Imaruí;4207205;SC;98,98
Imbaú;4110078;PR;99,56
Imbé;4310330;RS;99,8
Imbé de Minas;3130556;MG;99,88
Imbituba;4207304;SC;99,84
Imbituva;4110102;PR;99,74
Imbuia;4207403;SC;99,95
Imigrante;4310363;RS;99,49
Imperatriz;2105302;MA;99,18
Inácio Martins;4110201;PR;96,72
Inaciolândia;5209937;GO;99,68
Inajá;2607000;PE;87,51
Inajá;4110300;PR;100
Inconfidentes;3130606;MG;99,86
Indaiabira;3130655;MG;92,91
Indaial;4207502;SC;99,96
Indaiatuba;3520509;SP;99,96
Independência;2305605;CE;91,15
Independência;4310405;RS;99,68
Indiana;3520608;SP;99,9
Indianópolis;3130705;MG;99,96
Indianópolis;4110409;PR;99,94
Indiaporã;3520707;SP;99,82
Indiara;5209952;GO;99,91
Indiaroba;2802809;SE;91,71
Indiavaí;5104500;MT;99,76
Ingá;2506806;PB;95,95
Ingaí;3130804;MG;100
Ingazeira;2607109;PE;96,51
Inhacorá;4310413;RS;99,36
Inhambupe;2913705;BA;96,48
Inhangapi;1503408;PA;79,71
Inhapi;2703304;AL;76,09
Inhapim;3130903;MG;99,94
Inhaúma;3131000;MG;99,82
Inhuma;2204709;PI;96,23
Inhumas;5210000;GO;99,87
Inimutaba;3131109;MG;99,35
Inocência;5004403;MS;99,9
Inúbia Paulista;3520806;SP;100
Iomerê;4207577;SC;99,91
Ipaba;3131158;MG;99,91
Ipameri;5210109;GO;99,91
Ipanema;3131208;MG;99,95
Ipanguaçu;2404705;RN;97,07
Ipaporanga;2305654;CE;92,81
Ipatinga;3131307;MG;99,93
Ipaumirim;2305704;CE;97,15
Ipaussu;3520905;SP;99,98
Ipê;4310439;RS;99,81
Ipecaetá;2913804;BA;90,35
Iperó;3521002;SP;99,92
Ipeúna;3521101;SP;100
Ipiaçu;3131406;MG;100
Ipiaú;2913903;BA;98,45
Ipiguá;3521150;SP;99,92
Ipira;4207601;SC;99,89
Ipirá;2914000;BA;87,18
Ipiranga;4110508;PR;98,23
Ipiranga de Goiás;5210158;GO;99,49
Ipiranga do Norte;5104526;MT;98,9
Ipiranga do Piauí;2204808;PI;98,35
Ipiranga do Sul;4310462;RS;100
Ipixuna;1301803;AM;39,24
Ipixuna do Pará;1503457;PA;81,73
Ipojuca;2607208;PE;99,13
Iporá;5210208;GO;99,97
Iporã;4110607;PR;99,97
Iporã do Oeste;4207650;SC;99,94
Iporanga;3521200;SP;97,88
Ipu;2305803;CE;97,38
Ipuã;3521309;SP;100
Ipuaçu;4207684;SC;80,42
Ipubi;2607307;PE;81,18
Ipueira;2404804;RN;99,61
Ipueiras;1709807;TO;89,88
Ipueiras;2305902;CE;94,98
Ipuiúna;3131505;MG;100
Ipumirim;4207700;SC;99,79
Ipupiara;2914109;BA;98,23
Iracema;1400282;RR;83,62
Iracema;2306009;CE;97,66
Iracema do Oeste;4110656;PR;100
Iracemápolis;3521408;SP;99,96
Iraceminha;4207759;SC;99,73
Iraí;4310504;RS;98,73
Iraí de Minas;3131604;MG;99,92
Irajuba;2914208;BA;77,86
Iramaia;2914307;BA;87,92
Iranduba;1301852;AM;93,68
Irani;4207809;SC;99,51
Irapuã;3521507;SP;99,92
Irapuru;3521606;SP;99,92
Iraquara;2914406;BA;95,8
Irará;2914505;BA;93,91
Irati;4110706;PR;98,9
Irati;4207858;SC;100
Irauçuba;2306108;CE;93,52
