Municípios;Código municipal;UF;%
Cupira;2605004;PE;94,33
Curaçá;2909901;BA;52,11
Curimatá;2203206;PI;70,63
Curionópolis;1502772;PA;89,75
Curitiba;4106902;PR;100
Curitibanos;4204806;SC;92,91
Curiúva;4107009;PR;75,96
Currais;2203230;PI;30,35
Currais Novos;2403103;RN;87,16
Curral de Cima;2505279;PB;11,78
Curral de Dentro;3120870;MG;88,4
Curral Novo do Piauí;2203271;PI;46,62
Curral Velho;2505303;PB;60,6
Curralinho;1502806;PA;39,86
Curralinhos;2203255;PI;41,42
Curuá;1502855;PA;52,12
Curuçá;1502905;PA;59,9
Cururupu;2103703;MA;71,37
Curvelândia;5103437;MT;62,88
Curvelo;3120904;MG;92,14
Custódia;2605103;PE;67,3
Cutias;1600212;AP;63,51
Damianópolis;5206701;GO;71,38
Damião;2505352;PB;61,32
Damolândia;5206800;GO;83,37
Darcinópolis;1706506;TO;73,19
Dário Meira;2910008;BA;61,01
Datas;3121001;MG;77,53
David Canabarro;4306304;RS;55,91
Davinópolis;2103752;MA;88,29
Davinópolis;5206909;GO;80,07
Delfim Moreira;3121100;MG;38,58
Delfinópolis;3121209;MG;72,54
Delmiro Gouveia;2702405;AL;79,89
Delta;3121258;MG;96,32
Demerval Lobão;2203305;PI;84,19
Denise;5103452;MT;88,71
Deodápolis;5003454;MS;88,27
Deputado Irapuan Pinheiro;2304269;CE;46,16
Derrubadas;4306320;RS;43,11
Descalvado;3513702;SP;90,71
Descanso;4204905;SC;53,4
Descoberto;3121308;MG;84,31
Desterro;2505402;PB;65,34
Desterro de Entre Rios;3121407;MG;57,36
Desterro do Melo;3121506;MG;50,37
Dezesseis de Novembro;4306353;RS;27,32
Diadema;3513801;SP;100
Diamante;2505600;PB;65,23
Diamante D'Oeste;4107157;PR;52,97
Diamante do Norte;4107108;PR;82,89
Diamante do Sul;4107124;PR;44,65
Diamantina;3121605;MG;90,76
Diamantino;5103502;MT;79,92
Dianópolis;1707009;TO;87,41
Dias d'Ávila;2910057;BA;97,6
Dilermando de Aguiar;4306379;RS;38,06
Diogo de Vasconcelos;3121704;MG;35,45
Dionísio;3121803;MG;85,64
Dionísio Cerqueira;4205001;SC;76,69
Diorama;5207105;GO;68,91
Dirce Reis;3513850;SP;81,48
Dirceu Arcoverde;2203354;PI;39,47
Divina Pastora;2802007;SE;50
Divinésia;3121902;MG;72,55
Divino;3122009;MG;62,81
Divino das Laranjeiras;3122108;MG;85,69
Divino de São Lourenço;3201803;ES;42,44
Divinolândia;3513900;SP;68,74
Divinolândia de Minas;3122207;MG;85,91
Divinópolis;3122306;MG;97,57
Divinópolis de Goiás;5208301;GO;73,48
Divinópolis do Tocantins;1707108;TO;74,63
Divisa Alegre;3122355;MG;97,99
Divisa Nova;3122405;MG;83,83
Divisópolis;3122454;MG;80,98
Dobrada;3514007;SP;97,68
Dois Córregos;3514106;SP;96
Dois Irmãos;4306403;RS;98,55
Dois Irmãos das Missões;4306429;RS;54,07
Dois Irmãos do Buriti;5003488;MS;50,59
Dois Irmãos do Tocantins;1707207;TO;48,06
Dois Lajeados;4306452;RS;53,5
Dois Riachos;2702504;AL;56,99
Dois Vizinhos;4107207;PR;80,94
Dolcinópolis;3514205;SP;89,44
Dom Aquino;5103601;MT;79,38
Dom Basílio;2910107;BA;22,02
Dom Bosco;3122470;MG;67,73
Dom Cavati;3122504;MG;89,11
Dom Eliseu;1502939;PA;84,33
Dom Expedito Lopes;2203404;PI;59,4
Dom Feliciano;4306502;RS;27,33
Dom Inocêncio;2203453;PI;32,51
Dom Joaquim;3122603;MG;75,16
Dom Macedo Costa;2910206;BA;50,51
Dom Pedrito;4306601;RS;91
Dom Pedro;2103802;MA;71,28
Dom Pedro de Alcântara;4306551;RS;42,66
Dom Silvério;3122702;MG;82,15
Dom Viçoso;3122801;MG;40,74
Domingos Martins;3201902;ES;38,08
Domingos Mourão;2203420;PI;22,82
Dona Emma;4205100;SC;54,63
Dona Euzébia;3122900;MG;86,38
Dona Francisca;4306700;RS;66,48
Dona Inês;2505709;PB;51,35
Dores de Campos;3123007;MG;93,13
Dores de Guanhães;3123106;MG;39,25
Dores do Indaiá;3123205;MG;94,39
Dores do Rio Preto;3202009;ES;58,14
Dores do Turvo;3123304;MG;56,49
Doresópolis;3123403;MG;80,42
Dormentes;2605152;PE;45,43
Douradina;4107256;PR;80,21
Douradina;5003504;MS;65,17
Dourado;3514304;SP;93,9
Douradoquara;3123502;MG;77,97
Dourados;5003702;MS;93,9
Doutor Camargo;4107306;PR;90,39
Doutor Maurício Cardoso;4306734;RS;59,69
Doutor Pedrinho;4205159;SC;65,49
Doutor Ricardo;4306759;RS;52,44
Doutor Severiano;2403202;RN;38,57
Doutor Ulysses;4128633;PR;28,86
Doverlândia;5207253;GO;70,64
Dracena;3514403;SP;92,5
Duartina;3514502;SP;90,1
Duas Barras;3301603;RJ;71,94
Duas Estradas;2505808;PB;81,12
Dueré;1707306;TO;67,87
Dumont;3514601;SP;97,69
Duque Bacelar;2103901;MA;54,93
Duque de Caxias;3301702;RJ;99,76
Durandé;3123528;MG;48,1
Echaporã;3514700;SP;84,25
Ecoporanga;3202108;ES;67,12
Edealina;5207352;GO;77,81
Edéia;5207402;GO;88,55
Eirunepé;1301407;AM;78,06
Eldorado;3514809;SP;52,58
Eldorado;5003751;MS;84,16
Eldorado do Carajás;1502954;PA;61,2
Eldorado do Sul;4306767;RS;93,94
Elesbão Veloso;2203503;PI;71,69
Elias Fausto;3514908;SP;86,92
Eliseu Martins;2203602;PI;78,75
Elisiário;3514924;SP;93,34
Elísio Medrado;2910305;BA;44,47
Elói Mendes;3123601;MG;85,15
Emas;2505907;PB;74,03
Embaúba;3514957;SP;88,29
Embu das Artes;3515004;SP;99,41
Embu-Guaçu;3515103;SP;89,63
Emilianópolis;3515129;SP;88,59
Encantado;4306809;RS;89,37
Encanto;2403301;RN;56,93
Encruzilhada;2910404;BA;59,87
Encruzilhada do Sul;4306908;RS;73,99
Enéas Marques;4107405;PR;36,66
Engenheiro Beltrão;4107504;PR;90,86
Engenheiro Caldas;3123700;MG;75,25
Engenheiro Coelho;3515152;SP;94,07
Engenheiro Navarro;3123809;MG;77,86
Engenheiro Paulo de Frontin;3301801;RJ;82,58
Engenho Velho;4306924;RS;44,91
Entre Folhas;3123858;MG;78,03
Entre Rios;2910503;BA;74,35
Entre Rios;4205175;SC;32,04
Entre Rios de Minas;3123908;MG;81,02
Entre Rios do Oeste;4107538;PR;73,49
Entre Rios do Sul;4306957;RS;73,78
Entre-Ijuís;4306932;RS;61,11
Envira;1301506;AM;74,46
Epitaciolândia;1200252;AC;68,89
Equador;2403400;RN;84,51
Erebango;4306973;RS;65,13
Erechim;4307005;RS;96,38
Ereré;2304277;CE;55,14
Érico Cardoso;2900504;BA;21,54
Ermo;4205191;SC;54,96
Ernestina;4307054;RS;58,8
Erval Grande;4307203;RS;64,81
Erval Seco;4307302;RS;51,5
Erval Velho;4205209;SC;70,87
Ervália;3124005;MG;57,05
Escada;2605202;PE;88,14
Esmeralda;4307401;RS;65,29
Esmeraldas;3124104;MG;94,94
Espera Feliz;3124203;MG;65,43
Esperança;2506004;PB;71,73
Esperança do Sul;4307450;RS;29,32
Esperança Nova;4107520;PR;64,41
Esperantina;1707405;TO;77,3
Esperantina;2203701;PI;61,27
Esperantinópolis;2104008;MA;54,69
Espigão Alto do Iguaçu;4107546;PR;47,4
Espigão D'Oeste;1100098;RO;72,93
Espinosa;3124302;MG;60,92
Espírito Santo;2403509;RN;50,73
Espírito Santo do Dourado;3124401;MG;48,84
Espírito Santo do Pinhal;3515186;SP;90,89
Espírito Santo do Turvo;3515194;SP;85,76
Esplanada;2910602;BA;69,77
Espumoso;4307500;RS;77,49
Estação;4307559;RS;86,96
Estância;2802106;SE;87,93
Estância Velha;4307609;RS;97,1
Esteio;4307708;RS;99,95
Estiva;3124500;MG;53,43
Estiva Gerbi;3557303;SP;92,67
Estreito;2104057;MA;77,36
Estrela;4307807;RS;85,68
Estrela d'Oeste;3515202;SP;83,87
Estrela Dalva;3124609;MG;89,11
Estrela de Alagoas;2702553;AL;27,33
Estrela do Indaiá;3124708;MG;87,27
Estrela do Norte;3515301;SP;82,32
Estrela do Norte;5207501;GO;91,45
Estrela do Sul;3124807;MG;83,01
Estrela Velha;4307815;RS;43,45
Euclides da Cunha;2910701;BA;52,47
Euclides da Cunha Paulista;3515350;SP;62,25
Eugênio de Castro;4307831;RS;63,77
Eugenópolis;3124906;MG;75,97
Eunápolis;2910727;BA;93,98
Eusébio;2304285;CE;99,02
Ewbank da Câmara;3125002;MG;95,17
Extrema;3125101;MG;87,03
Extremoz;2403608;RN;87,48
Exu;2605301;PE;49,17
Fagundes;2506103;PB;55,55
Fagundes Varela;4307864;RS;55,3
Faina;5207535;GO;55,66
Fama;3125200;MG;70,91
Faria Lemos;3125309;MG;74,78
Farias Brito;2304301;CE;46,78
Faro;1503002;PA;82,47
Farol;4107553;PR;69,96
Farroupilha;4307906;RS;86,43
Fartura;3515400;SP;80,85
Fartura do Piauí;2203750;PI;26,12
Fátima;1707553;TO;84,54
Fátima;2910750;BA;44,68
Fátima do Sul;5003801;MS;93,31
Faxinal;4107603;PR;88,88
Faxinal do Soturno;4308003;RS;73,74
Faxinal dos Guedes;4205308;SC;83,01
Faxinalzinho;4308052;RS;58,02
Fazenda Nova;5207600;GO;68,83
Fazenda Rio Grande;4107652;PR;98,5
Fazenda Vilanova;4308078;RS;57,31
Feijó;1200302;AC;51,13
Feira da Mata;2910776;BA;64,87
Feira de Santana;2910800;BA;93,8
Feira Grande;2702603;AL;35,9
Feira Nova;2605400;PE;81,22
Feira Nova;2802205;SE;66,59
Feira Nova do Maranhão;2104073;MA;35,19
Felício dos Santos;3125408;MG;53,11
Felipe Guerra;2403707;RN;73,03
Felisburgo;3125606;MG;79,64
Felixlândia;3125705;MG;81,93
Feliz;4308102;RS;79,37
Feliz Deserto;2702702;AL;80,39
Feliz Natal;5103700;MT;70,73
Fênix;4107702;PR;88,31
Fernandes Pinheiro;4107736;PR;45,69
Fernandes Tourinho;3125804;MG;71,89
Fernando de Noronha;2605459;PE;97,44
Fernando Falcão;2104081;MA;19,42
Fernando Pedroza;2403756;RN;86,66
Fernando Prestes;3515608;SP;90
Fernandópolis;3515509;SP;96,8
Fernão;3515657;SP;60,51
Ferraz de Vasconcelos;3515707;SP;99,15
Ferreira Gomes;1600238;AP;70,9
Ferreiros;2605509;PE;88,3
Ferros;3125903;MG;49,5
Fervedouro;3125952;MG;49,95
Figueira;4107751;PR;84,95
Figueirão;5003900;MS;53,29
Figueirópolis;1707652;TO;79,54
Figueirópolis D'Oeste;5103809;MT;61,25
Filadélfia;1707702;TO;65,22
Filadélfia;2910859;BA;56,48
Firmino Alves;2910909;BA;86
Firminópolis;5207808;GO;84,53
Flexeiras;2702801;AL;70,04
Flor da Serra do Sul;4107850;PR;47,32
Flor do Sertão;4205357;SC;26,98
Flora Rica;3515806;SP;81,78
Floraí;4107801;PR;94,32
Florânia;2403806;RN;71,11
Floreal;3515905;SP;83,72
Flores;2605608;PE;45,33
Flores da Cunha;4308201;RS;79,05
Flores de Goiás;5207907;GO;34,98
Flores do Piauí;2203800;PI;44,06
Floresta;2605707;PE;73,29
Floresta;4107900;PR;97,53
Floresta Azul;2911006;BA;75,46
Floresta do Araguaia;1503044;PA;58,38
Floresta do Piauí;2203859;PI;42,48
Florestal;3126000;MG;86,6
Florestópolis;4108007;PR;93,83
Floriano;2203909;PI;90,22
Floriano Peixoto;4308250;RS;26,38
Florianópolis;4205407;SC;99,56
Flórida;4108106;PR;91,93
Flórida Paulista;3516002;SP;80,72
Florínea;3516101;SP;65,8
Fonte Boa;1301605;AM;69,82
Fontoura Xavier;4308300;RS;51,68
Formiga;3126109;MG;92,98
Formigueiro;4308409;RS;42,69
Formosa;5208004;GO;92,76
Formosa da Serra Negra;2104099;MA;36,84
Formosa do Oeste;4108205;PR;73,01
Formosa do Rio Preto;2911105;BA;66,18
Formosa do Sul;4205431;SC;53,73
Formoso;3126208;MG;67,25
Formoso;5208103;GO;80,75
Formoso do Araguaia;1708205;TO;71,24
Forquetinha;4308433;RS;30,67
Forquilha;2304350;CE;75,31
Forquilhinha;4205456;SC;91,51
Fortaleza;2304400;CE;100
Fortaleza de Minas;3126307;MG;72,62
Fortaleza dos Nogueiras;2104107;MA;64,3
Fortaleza dos Valos;4308458;RS;72,68
Fortim;2304459;CE;71,58
Fortuna;2104206;MA;59,34
Fortuna de Minas;3126406;MG;71,19
Foz do Iguaçu;4108304;PR;99,44
Foz do Jordão;4108452;PR;75,42
Fraiburgo;4205506;SC;87,92
Franca;3516200;SP;98,52
Francinópolis;2204006;PI;62,8
Francisco Alves;4108320;PR;83,48
Francisco Ayres;2204105;PI;48,39
Francisco Badaró;3126505;MG;45,91
Francisco Beltrão;4108403;PR;87,45
Francisco Dantas;2403905;RN;63,15
Francisco Dumont;3126604;MG;77,79
Francisco Macedo;2204154;PI;45,78
Francisco Morato;3516309;SP;99,54
Francisco Sá;3126703;MG;66,33
Francisco Santos;2204204;PI;59,66
Franciscópolis;3126752;MG;49,6
Franco da Rocha;3516408;SP;96,01
Frecheirinha;2304509;CE;69,79
Frederico Westphalen;4308508;RS;83,61
Frei Gaspar;3126802;MG;56,28
Frei Inocêncio;3126901;MG;78,75
Frei Lagonegro;3126950;MG;27,37
Frei Martinho;2506202;PB;69,01
Frei Miguelinho;2605806;PE;31,13
Frei Paulo;2802304;SE;81,47
Frei Rogério;4205555;SC;37,99
Fronteira;3127008;MG;94,06
Fronteira dos Vales;3127057;MG;61,82
Fronteiras;2204303;PI;70,12
Fruta de Leite;3127073;MG;52,66
Frutal;3127107;MG;94,45
Frutuoso Gomes;2404002;RN;69,65
Fundão;3202207;ES;86,32
Funilândia;3127206;MG;71,64
Gabriel Monteiro;3516507;SP;89
Gado Bravo;2506251;PB;17,43
Gália;3516606;SP;80,8
Galiléia;3127305;MG;82,02
Galinhos;2404101;RN;60,6
Galvão;4205605;SC;70,37
Gameleira;2605905;PE;81,38
Gameleira de Goiás;5208152;GO;39,06
Gameleiras;3127339;MG;34,4
Gandu;2911204;BA;83,62
Garanhuns;2606002;PE;90,93
Gararu;2802403;SE;28,15
Garça;3516705;SP;94,82
Garibaldi;4308607;RS;89,97
Garopaba;4205704;SC;97
Garrafão do Norte;1503077;PA;57,43
Garruchos;4308656;RS;34,19
Garuva;4205803;SC;76,41
Gaspar;4205902;SC;92,24
Gastão Vidigal;3516804;SP;90,53
Gaúcha do Norte;5103858;MT;45,88
Gaurama;4308706;RS;66,44
Gavião;2911253;BA;68,76
Gavião Peixoto;3516853;SP;89,92
Geminiano;2204352;PI;27,13
General Câmara;4308805;RS;58,74
General Carneiro;4108502;PR;76,76
General Carneiro;5103908;MT;44,24
General Maynard;2802502;SE;68,03
General Salgado;3516903;SP;89,4
General Sampaio;2304608;CE;56,86
Gentil;4308854;RS;54,99
Gentio do Ouro;2911303;BA;53,35
Getulina;3517000;SP;76,55
Getúlio Vargas;4308904;RS;89,12
Gilbués;2204402;PI;69,58
Girau do Ponciano;2702900;AL;33,99
Giruá;4309001;RS;80,88
Glaucilândia;3127354;MG;45,77
Glicério;3517109;SP;82,94
Glória;2911402;BA;31,02
Glória D'Oeste;5103957;MT;69,78
Glória de Dourados;5004007;MS;80,91
Glória do Goitá;2606101;PE;70,84
Glorinha;4309050;RS;54,62
Godofredo Viana;2104305;MA;86,6
Godoy Moreira;4108551;PR;53,68
Goiabeira;3127370;MG;84,73
Goiana;2606200;PE;94,11
Goianá;3127388;MG;77,77
Goianápolis;5208400;GO;94,73
Goiandira;5208509;GO;88,72
Goianésia;5208608;GO;94,91
Goianésia do Pará;1503093;PA;63,69
Goiânia;5208707;GO;99,85
Goianinha;2404200;RN;81,12
Goianira;5208806;GO;99,09
Goianorte;1708304;TO;60,72
Goiás;5208905;GO;76,32
Goiatins;1709005;TO;55,14
Goiatuba;5209101;GO;94,04
Goioerê;4108601;PR;92,69
Goioxim;4108650;PR;37,65
Gonçalves;3127404;MG;31,27
Gonçalves Dias;2104404;MA;47,76
Gongogi;2911501;BA;71,4
Gonzaga;3127503;MG;59,48
Gouveia;3127602;MG;83,15
Gouvelândia;5209150;GO;87,74
Governador Archer;2104503;MA;72,34
Governador Celso Ramos;4206009;SC;97,04
Governador Dix-Sept Rosado;2404309;RN;56,04
Governador Edison Lobão;2104552;MA;83,74
Governador Eugênio Barros;2104602;MA;35,69
Governador Jorge Teixeira;1101005;RO;31,78
Governador Lindenberg;3202256;ES;46,43
Governador Luiz Rocha;2104628;MA;69,42
Governador Mangabeira;2911600;BA;45,62
Governador Newton Bello;2104651;MA;53,92
Governador Nunes Freire;2104677;MA;67,98
Governador Valadares;3127701;MG;96,79
Graça;2304657;CE;45,34
Graça Aranha;2104701;MA;47,2
Gracho Cardoso;2802601;SE;49,79
Grajaú;2104800;MA;64,79
Gramado;4309100;RS;86,43
Gramado dos Loureiros;4309126;RS;30,78
Gramado Xavier;4309159;RS;15,41
Grandes Rios;4108700;PR;60,63
Granito;2606309;PE;55,15
Granja;2304707;CE;49,67
Granjeiro;2304806;CE;53,91
Grão Mogol;3127800;MG;52,77
Grão-Pará;4206108;SC;50,88
Gravatá;2606408;PE;85,68
Gravataí;4309209;RS;96,07
Gravatal;4206207;SC;44,59
Groaíras;2304905;CE;70,31
Grossos;2404408;RN;72,88
Grupiara;3127909;MG;86,57
Guabiju;4309258;RS;52,51
Guabiruba;4206306;SC;93,76
Guaçuí;3202306;ES;82,64
Guadalupe;2204501;PI;94,32
Guaíba;4309308;RS;97,49
Guaiçara;3517208;SP;92,94
Guaimbê;3517307;SP;88,48
Guaíra;3517406;SP;96,84
Guaíra;4108809;PR;89,39
Guairaçá;4108908;PR;84,91
Guaiúba;2304954;CE;79,19
Guajará;1301654;AM;67,01
Guajará-Mirim;1100106;RO;80,58
Guajeru;2911659;BA;30,17
Guamaré;2404507;RN;81,41
Guamiranga;4108957;PR;31,53
Guanambi;2911709;BA;83,64
Guanhães;3128006;MG;84,26
Guapé;3128105;MG;68,47
Guapiaçu;3517505;SP;93,43
Guapiara;3517604;SP;40,46
Guapimirim;3301850;RJ;96,85
Guapirama;4109005;PR;77,67
Guapó;5209200;GO;91,9
Guaporé;4309407;RS;91,55
Guaporema;4109104;PR;80,65
Guará;3517703;SP;97,54
Guarabira;2506301;PB;88,83
Guaraçaí;3517802;SP;79,1
Guaraci;3517901;SP;93,08
Guaraci;4109203;PR;82,27
Guaraciaba;3128204;MG;39,54
Guaraciaba;4206405;SC;57,46
Guaraciaba do Norte;2305001;CE;49,06
Guaraciama;3128253;MG;65,43
Guaraí;1709302;TO;91,65
Guaraíta;5209291;GO;66,91
Guaramiranga;2305100;CE;27,75
Guaramirim;4206504;SC;93,96
Guaranésia;3128303;MG;91,06
Guarani;3128402;MG;74,97
Guarani d'Oeste;3518008;SP;86,99
Guarani das Missões;4309506;RS;66,14
Guarani de Goiás;5209408;GO;42,08
Guaraniaçu;4109302;PR;58,85
Guarantã;3518107;SP;81,86
Guarantã do Norte;5104104;MT;84,69
Guarapari;3202405;ES;94,75
Guarapuava;4109401;PR;93,14
Guaraqueçaba;4109500;PR;36,93
Guarará;3128501;MG;92,98
Guararapes;3518206;SP;95,04
Guararema;3518305;SP;82,35
Guaratinga;2911808;BA;62,11
Guaratinguetá;3518404;SP;95,9
Guaratuba;4109609;PR;91,65
Guarda-Mor;3128600;MG;59,46
Guareí;3518503;SP;54,24
Guariba;3518602;SP;96,94
Guaribas;2204550;PI;32,39
Guarinos;5209457;GO;55,67
Guarujá;3518701;SP;99,72
Guarujá do Sul;4206603;SC;72,17
Guarulhos;3518800;SP;99,95
Guatambú;4206652;SC;54,52
Guatapará;3518859;SP;83,46
Guaxupé;3128709;MG;95,07
Guia Lopes da Laguna;5004106;MS;86,72
Guidoval;3128808;MG;75,25
Guimarães;2104909;MA;54,2
Guimarânia;3128907;MG;82,46
Guiratinga;5104203;MT;82,84
Guiricema;3129004;MG;59,48
Gurinhatã;3129103;MG;49,4
Gurinhém;2506400;PB;45,5
Gurjão;2506509;PB;70,48
Gurupá;1503101;PA;41,62
Gurupi;1709500;TO;97,65
Guzolândia;3518909;SP;87,89
Harmonia;4309555;RS;68,56
Heitoraí;5209606;GO;75,07
Heliodora;3129202;MG;74,67
Heliópolis;2911857;BA;49,81
Herculândia;3519006;SP;89,49
Herval;4307104;RS;69,97
Herval d'Oeste;4206702;SC;89,34
Herveiras;4309571;RS;21,99
Hidrolândia;2305209;CE;65,3
Hidrolândia;5209705;GO;82,53
Hidrolina;5209804;GO;75,8
Holambra;3519055;SP;79,2
Honório Serpa;4109658;PR;46,18
Horizonte;2305233;CE;95,2
Horizontina;4309605;RS;84,92
Hortolândia;3519071;SP;99,67
Hugo Napoleão;2204600;PI;81,98
Hulha Negra;4309654;RS;42,77
Humaitá;1301704;AM;73,45
Humaitá;4309704;RS;63,21
Humberto de Campos;2105005;MA;44,99
Iacanga;3519105;SP;93,49
Iaciara;5209903;GO;78,12
Iacri;3519204;SP;83,95
Iaçu;2911907;BA;79,32
Iapu;3129301;MG;61,6
Iaras;3519253;SP;39,89
Iati;2606507;PE;46,97
Ibaiti;4109708;PR;81,62
Ibarama;4309753;RS;32,5
Ibaretama;2305266;CE;38,11
Ibaté;3519303;SP;98,6
Ibateguara;2703007;AL;83
Ibatiba;3202454;ES;64,05
Ibema;4109757;PR;83,84
Ibertioga;3129400;MG;73,34
Ibiá;3129509;MG;83,52
Ibiaçá;4309803;RS;69,58
Ibiaí;3129608;MG;82,39
Ibiam;4206751;SC;36,06
Ibiapina;2305308;CE;45,46
Ibiara;2506608;PB;67,75
Ibiassucê;2912004;BA;49,48
Ibicaraí;2912103;BA;92,77
Ibicaré;4206801;SC;46,47
Ibicoara;2912202;BA;65,71
Ibicuí;2912301;BA;82,04
Ibicuitinga;2305332;CE;53,79
Ibimirim;2606606;PE;55,93
Ibipeba;2912400;BA;67,16
Ibipitanga;2912509;BA;44,5
Ibiporã;4109807;PR;98,13
Ibiquera;2912608;BA;68,64
Ibirá;3519402;SP;95,02
Ibiracatu;3129657;MG;58,02
Ibiraci;3129707;MG;73,36
Ibiraçu;3202504;ES;79,87
Ibiraiaras;4309902;RS;56,52
Ibirajuba;2606705;PE;45,91
Ibirama;4206900;SC;89,17
Ibirapitanga;2912707;BA;55,19
Ibirapuã;2912806;BA;64,85
Ibirapuitã;4309951;RS;68,63
Ibirarema;3519501;SP;94,35
Ibirataia;2912905;BA;83,45
Ibirité;3129806;MG;99,74
Ibirubá;4310009;RS;83,28
Ibitiara;2913002;BA;27,55
Ibitinga;3519600;SP;97,04
Ibitirama;3202553;ES;46,41
Ibititá;2913101;BA;50,14
Ibitiúra de Minas;3129905;MG;69,06
Ibituruna;3130002;MG;90,1
Ibiúna;3519709;SP;69,71
Ibotirama;2913200;BA;81,48
Icapuí;2305357;CE;56,11
Içara;4207007;SC;89,03
Icaraí de Minas;3130051;MG;31,08
Icaraíma;4109906;PR;79,16
Icatu;2105104;MA;38,67
Icém;3519808;SP;83,86
Ichu;2913309;BA;59,92
Icó;2305407;CE;51,29
Iconha;3202603;ES;64,21
Ielmo Marinho;2404606;RN;13,2
Iepê;3519907;SP;88,31
Igaci;2703106;AL;25,23
Igaporã;2913408;BA;56,09
Igaraçu do Tietê;3520004;SP;98,74
Igaracy;2502607;PB;79,66
Igarapava;3520103;SP;97,23
Igarapé;3130101;MG;97,15
Igarapé do Meio;2105153;MA;50,94
Igarapé Grande;2105203;MA;65,11
Igarapé-Açu;1503200;PA;69,45
Igarapé-Miri;1503309;PA;44,59
Igarassu;2606804;PE;95,69
Igaratá;3520202;SP;74,12
Igaratinga;3130200;MG;87,89
Igrapiúna;2913457;BA;34,11
Igreja Nova;2703205;AL;21,04
Igrejinha;4310108;RS;93,66
Iguaba Grande;3301876;RJ;99,73
Iguaí;2913507;BA;64,54
Iguape;3520301;SP;77,16
Iguaraçu;4110003;PR;91,03
Iguaracy;2606903;PE;53,24
Iguatama;3130309;MG;86,51
Iguatemi;5004304;MS;75,46
Iguatu;2305506;CE;76,27
Iguatu;4110052;PR;71,92
Ijaci;3130408;MG;88,13
Ijuí;4310207;RS;91,43
Ilha Comprida;3520426;SP;97,91
Ilha das Flores;2802700;SE;90,58
Ilha de Itamaracá;2607604;PE;85,93
Ilha Grande;2204659;PI;84,66
Ilha Solteira;3520442;SP;88,66
Ilhabela;3520400;SP;96,93
Ilhéus;2913606;BA;90,6
Ilhota;4207106;SC;67,65
Ilicínea;3130507;MG;77,49
Ilópolis;4310306;RS;56,07
Imaculada;2506707;PB;52,94
Imaruí;4207205;SC;33,07
Imbaú;4110078;PR;67,04
Imbé;4310330;RS;99,99
Imbé de Minas;3130556;MG;38,23
Imbituba;4207304;SC;97,73
Imbituva;4110102;PR;72,9
Imbuia;4207403;SC;43,03
Imigrante;4310363;RS;57,18
Imperatriz;2105302;MA;95,93
Inácio Martins;4110201;PR;63,55
Inaciolândia;5209937;GO;89,81
Inajá;2607000;PE;45,46
Inajá;4110300;PR;94,44
Inconfidentes;3130606;MG;55,96
Indaiabira;3130655;MG;43,52
Indaial;4207502;SC;96,7
Indaiatuba;3520509;SP;98,26
Independência;2305605;CE;48,86
Independência;4310405;RS;69,83
Indiana;3520608;SP;87,76
Indianópolis;3130705;MG;68,4
Indianópolis;4110409;PR;82,19
Indiaporã;3520707;SP;82,65
Indiara;5209952;GO;88,45
Indiaroba;2802809;SE;33,2
Indiavaí;5104500;MT;73,25
Ingá;2506806;PB;69,01
Ingaí;3130804;MG;65,89
Ingazeira;2607109;PE;52,61
Inhacorá;4310413;RS;64,7
Inhambupe;2913705;BA;48,68
Inhangapi;1503408;PA;35,44
Inhapi;2703304;AL;43,37
Inhapim;3130903;MG;60,06
Inhaúma;3131000;MG;67,99
Inhuma;2204709;PI;50,81
Inhumas;5210000;GO;94,14
Inimutaba;3131109;MG;76,71
Inocência;5004403;MS;68,29
Inúbia Paulista;3520806;SP;92,09
Iomerê;4207577;SC;41,26
Ipaba;3131158;MG;91,56
Ipameri;5210109;GO;87,32
Ipanema;3131208;MG;84,35
Ipanguaçu;2404705;RN;49,52
Ipaporanga;2305654;CE;52,16
Ipatinga;3131307;MG;99,74
Ipaumirim;2305704;CE;55,11
Ipaussu;3520905;SP;97,12
Ipê;4310439;RS;59,34
Ipecaetá;2913804;BA;26,22
Iperó;3521002;SP;82,96
Ipeúna;3521101;SP;92,11
Ipiaçu;3131406;MG;91,92
Ipiaú;2913903;BA;92,24
Ipiguá;3521150;SP;85,76
Ipira;4207601;SC;60,83
Ipirá;2914000;BA;58,98
Ipiranga;4110508;PR;36,66
Ipiranga de Goiás;5210158;GO;53,2
Ipiranga do Norte;5104526;MT;75
Ipiranga do Piauí;2204808;PI;66,62
Ipiranga do Sul;4310462;RS;42,91
Ipixuna;1301803;AM;67,94
Ipixuna do Pará;1503457;PA;51,21
Ipojuca;2607208;PE;85,68
Iporá;5210208;GO;92,52
Iporã;4110607;PR;85,38
Iporã do Oeste;4207650;SC;57,27
Iporanga;3521200;SP;46,79
Ipu;2305803;CE;61,07
Ipuã;3521309;SP;97,5
Ipuaçu;4207684;SC;27,65
Ipubi;2607307;PE;65,07
Ipueira;2404804;RN;92,63
Ipueiras;1709807;TO;53,08
Ipueiras;2305902;CE;50,61
Ipuiúna;3131505;MG;74,85
Ipumirim;4207700;SC;53,56
Ipupiara;2914109;BA;64,83
Iracema;1400282;RR;42,55
Iracema;2306009;CE;79,76
Iracema do Oeste;4110656;PR;82,89
Iracemápolis;3521408;SP;99,44
Iraceminha;4207759;SC;39,76
